Order_ID,Order_Date,Product,Quantity,Unit_Price,City
104161,2025-05-17,Tecno Spark 20 Case,3,200,Eldoret
104162,2025-03-09,Charger,5,200,Nakuru
104163,2025-11-06,Infinix Hot 40 Case,5,800,Mombasa
104164,2025-10-16,Infinix Hot 40 Case,1,800,Nakuru
104165,2025-04-10,Screen Protector,4,2500,Kisumu
104166,2025-03-18,iPhone 13 Case,4,1200,Mombasa
104167,2025-12-29,Infinix Hot 40 Case,1,200,Kisumu
104168,,Samsung A35 Case,2,500,Kisumu
104169,2025-10-14,Earbuds,4,800,Mombasa
104170,2025-03-19,Tecno Spark 20 Case,3,800,Mombasa
104171,2025-04-06,,2,1200,Kisumu
104172,2025-09-30,Screen Protector,3,200,Nairobi
104173,2025-06-28,Earbuds,5,800,Mombasa
104174,2025-12-09,Samsung A35 Case,4,800,Kisumu
104175,2025-12-07,Infinix Hot 40 Case,5,200,Kisumu
104176,2025-06-17,Earbuds,5,800,Nakuru
104177,2025-02-27,iPhone 13 Case,5,300,Mombasa
104178,2025-03-20,Charger,4,1200,Kisumu
104179,2025-05-01,Samsung A35 Case,2,2500,Eldoret
104180,2025-01-17,iPhone 13 Case,1,200,Nakuru
104181,2025-01-20,Charger,1,500,Nairobi
104182,2025-03-10,Samsung A16 Case,1,2500,Kisumu
104183,,Charger,1,200,Eldoret
104184,2025-03-24,Power Bank,1,200,Nakuru
104185,2025-09-26,Earbuds,3,2500,Eldoret
104186,2025-07-06,Redmi Note 14 Case,1,2500,Eldoret
104187,2025-04-20,Infinix Hot 40 Case,3,300,Mombasa
104188,2025-02-20,Samsung A35 Case,3,500,Kisumu
104189,2025-03-28,Samsung A35 Case,4,800,Mombasa
104190,2025-02-11,Screen Protector,3,200,Mombasa
104191,2025-08-14,iPhone 13 Case,4,2500,Kisumu
104192,2025-03-03,Samsung A35 Case,5,300,Eldoret
104193,2025-01-26,iPhone 13 Case,2,2500,Nairobi
104194,2025-01-19,iPhone 13 Case,1,1200,Nakuru
104195,2025-01-20,Screen Protector,two,1200,Nairobi
104196,2025-11-02,Earbuds,1,2500,Nakuru
104197,2025-01-10,Charger,1,2500,Nakuru
104198,2025-09-21,Samsung A16 Case,5,2500,Kisumu
104199,2025-10-01,Samsung A35 Case,2,800,Eldoret
104200,2025-09-22,Power Bank,3,2500,Mombasa
104201,2025-01-26,Tecno Spark 20 Case,5,2500,Eldoret
104202,2025-12-22,Power Bank,2,300,Nairobi
104203,,Power Bank,2,500,Nairobi
104204,2025-08-30,iPhone 13 Case,1,1200,Eldoret
104205,2025-12-18,Charger,3,1200,Kisumu
104206,2025-07-11,Samsung A35 Case,4,-2500,Kisumu
104207,2025-07-13,Tecno Spark 20 Case,5,800,Kisumu
104208,2025-10-30,Samsung A16 Case,3,200,Nakuru
104209,2025-10-17,Tecno Spark 20 Case,1,500,Eldoret
104210,2025-06-14,Earbuds,3,2500,Nakuru
104211,2025-11-16,Samsung A35 Case,2,800,Nakuru
104212,2025-05-31,Tecno Spark 20 Case,1,200,Eldoret
104213,2025-05-21,iPhone 13 Case,5,300,Kisumu
104214,2025-08-15,Redmi Note 14 Case,1,300,Eldoret
104215,2025-04-28,Power Bank,5,800,Nakuru
104216,2025-12-18,Power Bank,3,1200,Eldoret
104217,2025-06-01,Charger,4,300,Nakuru
104218,2025-10-04,Infinix Hot 40 Case,2,1200,Eldoret
104219,2025-04-26,iPhone 13 Case,4,200,Nakuru
104220,2025-09-08,Power Bank,4,300,Kisumu
104221,2025-04-30,Earbuds,4,500,Eldoret
104222,2025-06-16,Infinix Hot 40 Case,2,2500,Mombasa
104223,2025-01-02,Samsung A16 Case,1,1200,Mombasa
104224,2025-03-06,,5,200,Nairobi
104225,2025-04-19,Samsung A16 Case,4,300,Nakuru
104226,2025-04-03,Infinix Hot 40 Case,4,500,Nairobi
104227,2025-04-22,Infinix Hot 40 Case,1,500,Eldoret
104228,,Earbuds,4,500,Eldoret
104229,2025-05-16,Tecno Spark 20 Case,4,300,Nakuru
104230,2025-09-10,Redmi Note 14 Case,1,1200,Kisumu
104231,2025-06-09,Power Bank,1,2500,Kisumu
104232,2025-07-24,Power Bank,3,300,Kisumu
104233,,Charger,4,200,Kisumu
104234,2025-01-17,Charger,4,1200,Nakuru
104235,2025-07-07,Samsung A16 Case,4,300,Kisumu
104236,2025-06-23,Redmi Note 14 Case,4,200,Eldoret
104237,2025-06-20,Screen Protector,two,300,Kisumu
104238,2025-10-31,charger,5,500,Eldoret
104239,2025-12-26,iPhone 13 Case,4,300,Nairobi
104240,2025-09-07,Infinix Hot 40 Case,2,1200,Nairobi
104241,2025-01-21,Redmi Note 14 Case,3,2500,Mombasa
104242,2025-12-27,Power Bank,5,1200,Nairobi
104243,2025-09-15,Power Bank,2,200,Nakuru
104244,2025-08-24,Redmi Note 14 Case,2,300,Eldoret
104245,2025-10-03,Screen Protector,1,800,Kisumu
104246,2025-06-22,Earbuds,4,500,Mombasa
104247,2025-05-05,Samsung A35 Case,2,1200,Kisumu
104248,2025-08-05,Power Bank,1,800,Mombasa
104249,,Samsung A35 Case,2,200,Kisumu
104250,2025-10-02,Tecno Spark 20 Case,1,800,Nairobi
104251,2025-12-21,Infinix Hot 40 Case,5,300,Eldoret
104252,2025-04-17,earbuds,1,1200,Nairobi
104253,2025-11-05,Tecno Spark 20 Case,4,2500,Nairobi
104254,2025-01-24,iPhone 13 Case,4,2500,Nakuru
104255,2025-09-30,Samsung A35 Case,5,800,Nakuru
104256,,iPhone 13 Case,5,300,Nakuru
104257,2025-11-03,Infinix Hot 40 Case,5,500,Mombasa
104258,2025-07-12,Infinix Hot 40 Case,1,200,Kisumu
104259,2025-04-28,Redmi Note 14 Case,2,200,Kisumu
104260,2025-02-03,Samsung A35 Case,1,2500,Kisumu
104261,2025-04-30,Earbuds,3,1200,Nairobi
104262,2025-03-10,iPhone 13 Case,1,1200,Nakuru
104263,2025-09-14,iPhone 13 Case,1,800,Eldoret
104264,2025-08-16,Power Bank,4,300,Nairobi
104265,2025-10-11,Infinix Hot 40 Case,1,2500,Mombasa
104266,2025-05-14,Power Bank,3,800,Kisumu
104267,2025-11-14,Screen Protector,4,500,Eldoret
104268,2025-06-23,Tecno Spark 20 Case,1,300,Nakuru
104269,2025-12-17,iPhone 13 Case,4,2500,Kisumu
104270,2025-04-22,Redmi Note 14 Case,3,200,Nairobi
104271,2025-04-20,Tecno Spark 20 Case,2,500,Nakuru
104272,2025-03-27,iPhone 13 Case,3,-500,Nairobi
104273,2025-11-21,Infinix Hot 40 Case,2,200,Nakuru
104274,2025-12-21,Power Bank,two,500,Eldoret
104275,2025-04-22,Samsung A16 Case,3,500,Mombasa
104276,2025-11-22,Redmi Note 14 Case,5,800,Eldoret
104277,2025-07-09,Samsung A16 Case,2,500,Mombasa
104278,2025-07-15,Power Bank,1,1200,Eldoret
104279,2025-11-08,iPhone 13 Case,4,2500,Nairobi
104280,2025-05-27,Power Bank,3,800,Nairobi
104281,2025-01-11,Redmi Note 14 Case,4,500,Nairobi
104282,2025-10-24,Infinix Hot 40 Case,1,300,Mombasa
104283,2025-09-16,Samsung A16 Case,3,800,Eldoret
104284,2025-06-05,Screen Protector,3,300,Kisumu
104285,2025-04-17,Screen Protector,4,500,Mombasa
104286,2025-12-18,Power Bank,4,-500,Eldoret
104287,2025-10-04,Tecno Spark 20 Case,4,300,Mombasa
104288,2025-01-13,iPhone 13 Case,3,2500,Nakuru
104289,,Samsung A16 Case,4,1200,Nairobi
104290,2025-04-20,Tecno Spark 20 Case,5,1200,Kisumu
104291,2025-01-14,tecno spark 20 case,1,500,Eldoret
104292,2025-08-20,Power Bank,4,800,Kisumu
104293,2025-10-06,iPhone 13 Case,4,1200,Nakuru
104294,2025-01-30,Tecno Spark 20 Case,3,300,Kisumu
104295,2025-07-31,iPhone 13 Case,3,500,Eldoret
104296,2025-08-05,Screen Protector,4,1200,Eldoret
104297,2025-01-15,Screen Protector,3,500,Mombasa
104298,2025-09-23,Samsung A16 Case,1,500,Nakuru
104299,2025-01-11,,5,1200,Mombasa
104300,2025-11-16,iPhone 13 Case,2,2500,Nairobi
104301,2025-02-19,iPhone 13 Case,2,-1200,Nairobi
104302,2025-01-16,Samsung A16 Case,5,200,Nakuru
104303,2025-05-12,Infinix Hot 40 Case,4,200,Nairobi
104304,2025-04-21,Power Bank,4,2500,Mombasa
104305,2025-12-02,Infinix Hot 40 Case,5,800,Nakuru
104306,2025-02-07,Samsung A35 Case,5,2500,Kisumu
104307,2025-05-01,iPhone 13 Case,2,200,Kisumu
104308,2025-02-05,Earbuds,5,2500,Nairobi
104309,2025-01-04,Earbuds,two,300,Nairobi
104310,2025-09-12,Charger,4,300,Nairobi
104311,2025-08-25,iPhone 13 Case,5,2500,Nakuru
104312,2025-09-12,Power Bank,2,200,Nairobi
104313,2025-10-04,Infinix Hot 40 Case,1,1200,Mombasa
104314,2025-11-22,Samsung A16 Case,3,800,Kisumu
104315,2025-02-05,Tecno Spark 20 Case,1,1200,Kisumu
104316,2025-01-27,Samsung A35 Case,3,1200,Eldoret
104317,2025-07-09,Charger,2,300,Mombasa
104318,2025-10-05,Redmi Note 14 Case,1,500,Nakuru
104319,2025-03-09,Power Bank,5,2500,Eldoret
104320,2025-04-06,Samsung A35 Case,3,200,Nairobi
104321,2025-10-25,,4,1200,Eldoret
104322,2025-08-23,Infinix Hot 40 Case,1,500,Eldoret
104323,2025-01-27,Samsung A16 Case,two,300,Nakuru
104324,2025-04-01,Earbuds,2,1200,Nakuru
104325,2025-03-23,Tecno Spark 20 Case,3,500,Mombasa
104326,2025-04-28,Charger,1,2500,Mombasa
104327,2025-04-25,Tecno Spark 20 Case,2,2500,Kisumu
104328,2025-07-26,Samsung A16 Case,1,500,Nakuru
104329,2025-12-13,iPhone 13 Case,5,200,Nairobi
104330,2025-08-17,Samsung A16 Case,5,1200,Eldoret
104331,2025-12-18,Screen Protector,4,1200,Eldoret
104332,2025-03-11,Power Bank,2,2500,Mombasa
104333,2025-04-20,Power Bank,3,800,Eldoret
104334,2025-02-25,Power Bank,5,500,Mombasa
104335,2025-03-30,Infinix Hot 40 Case,1,500,Nairobi
104336,2025-08-06,Infinix Hot 40 Case,3,500,Mombasa
104337,2025-04-10,Charger,1,200,Mombasa
104338,2025-06-30,Samsung A16 Case,3,500,Nairobi
104339,2025-08-06,Samsung A35 Case,1,300,Kisumu
104340,2025-06-05,Power Bank,5,300,Nairobi
104341,2025-11-25,,4,500,Nairobi
104342,2025-12-30,Screen Protector,2,200,Nairobi
104343,2025-10-25,Infinix Hot 40 Case,3,500,Mombasa
104344,2025-01-25,Charger,5,800,Eldoret
104345,2025-03-01,Infinix Hot 40 Case,3,300,Eldoret
104346,2025-03-07,iPhone 13 Case,5,300,Nairobi
104347,2025-04-06,Samsung A16 Case,4,300,Mombasa
104348,2025-04-14,iPhone 13 Case,5,800,Kisumu
104349,2025-01-08,Redmi Note 14 Case,2,800,Nakuru
104350,2025-02-12,Infinix Hot 40 Case,3,-2500,Nairobi
104351,2025-07-29,Redmi Note 14 Case,5,800,Kisumu
104352,2025-11-15,Samsung A35 Case,1,500,Kisumu
104353,2025-06-04,Redmi Note 14 Case,1,200,Mombasa
104354,2025-07-18,Earbuds,2,800,Nairobi
104355,2025-01-07,Samsung A35 Case,3,1200,Eldoret
104356,2025-05-18,Samsung A16 Case,2,1200,Kisumu
104357,2025-06-30,Redmi Note 14 Case,5,200,Kisumu
104358,2025-04-01,Redmi Note 14 Case,1,2500,Eldoret
104359,2025-01-04,iPhone 13 Case,3,300,Nairobi
104360,2025-09-16,Samsung A16 Case,3,500,Kisumu
104361,2025-07-10,Tecno Spark 20 Case,1,300,Nairobi
104362,2025-12-16,Redmi Note 14 Case,1,1200,Mombasa
104363,2025-12-22,iPhone 13 Case,5,2500,Eldoret
104364,2025-12-11,Samsung A16 Case,1,800,Mombasa
104365,2025-02-18,Power Bank,2,1200,Mombasa
104366,2025-02-17,Screen Protector,5,1200,Nairobi
104367,2025-01-03,Samsung A16 Case,2,2500,Kisumu
104368,2025-12-24,screen protector,5,1200,Nairobi
104369,2025-11-08,Screen Protector,2,200,Nairobi
104370,2025-09-26,Power Bank,1,1200,Nakuru
104371,,Samsung A16 Case,3,1200,Nairobi
104372,2025-06-05,Tecno Spark 20 Case,2,800,Kisumu
104373,2025-07-29,Infinix Hot 40 Case,4,500,Kisumu
104374,2025-02-26,Charger,1,500,Nakuru
104375,2025-02-23,Samsung A35 Case,1,1200,Nairobi
104376,2025-12-08,Tecno Spark 20 Case,5,800,Nairobi
104377,2025-10-31,Tecno Spark 20 Case,4,-2500,Eldoret
104378,2025-10-31,Screen Protector,2,2500,Eldoret
104379,2025-10-06,Samsung A16 Case,4,1200,Kisumu
104380,2025-10-30,iPhone 13 Case,4,200,Mombasa
104381,2025-06-09,Tecno Spark 20 Case,2,300,Kisumu
104382,2025-06-30,Samsung A16 Case,4,200,Mombasa
104383,2025-10-19,Samsung A35 Case,3,800,Eldoret
104384,,Screen Protector,4,300,Nairobi
104385,2025-01-31,Infinix Hot 40 Case,5,500,Mombasa
104386,2025-03-22,Tecno Spark 20 Case,1,300,Nakuru
104387,2025-08-22,Tecno Spark 20 Case,2,1200,Nairobi
104388,2025-02-05,iPhone 13 Case,1,800,Nairobi
104389,2025-11-20,Power Bank,2,800,Kisumu
104390,2025-01-09,Samsung A35 Case,3,1200,Nairobi
104391,2025-01-04,Power Bank,5,1200,Eldoret
104392,2025-08-25,Power Bank,5,2500,Mombasa
104393,2025-08-18,Samsung A35 Case,3,1200,Nairobi
104394,2025-07-27,Charger,3,200,Nairobi
104395,2025-09-22,Tecno Spark 20 Case,2,1200,Nakuru
104396,2025-06-24,Redmi Note 14 Case,3,800,Eldoret
104397,,Samsung A35 Case,1,1200,Kisumu
104398,2025-10-31,,3,2500,Nakuru
104399,2025-12-09,Charger,1,2500,Mombasa
104400,2025-07-18,Earbuds,4,1200,Kisumu
104401,2025-10-23,Redmi Note 14 Case,4,800,Mombasa
104402,2025-08-27,Samsung A16 Case,5,1200,Mombasa
104403,2025-01-06,Power Bank,4,500,Eldoret
104404,2025-09-11,Samsung A35 Case,5,200,Eldoret
104405,2025-10-22,Earbuds,2,500,Nairobi
104406,2025-10-22,iPhone 13 Case,5,1200,Eldoret
104407,2025-09-08,Screen Protector,2,2500,Kisumu
104408,2025-08-28,Samsung A16 Case,4,200,Mombasa
104409,2025-06-14,Samsung A16 Case,2,200,Nakuru
104410,2025-04-12,Power Bank,3,1200,Eldoret
104411,2025-10-27,Tecno Spark 20 Case,3,1200,Nakuru
104412,2025-02-17,Infinix Hot 40 Case,2,200,Nairobi
104413,2025-07-28,,5,500,Nairobi
104414,2025-03-25,Screen Protector,2,1200,Nakuru
104415,2025-10-31,Redmi Note 14 Case,2,-200,Mombasa
104416,2025-04-26,Tecno Spark 20 Case,2,1200,Kisumu
104417,2025-02-16,Tecno Spark 20 Case,3,2500,Nairobi
104418,2025-02-22,Infinix Hot 40 Case,2,800,Nakuru
104419,2025-03-18,Charger,4,800,Eldoret
104420,2025-06-05,Screen Protector,2,1200,Mombasa
104421,,Samsung A35 Case,1,300,Nairobi
104422,2025-02-27,Earbuds,4,1200,Eldoret
104423,2025-06-06,Screen Protector,3,500,Nakuru
104424,2025-10-16,Power Bank,3,500,Nairobi
104425,2025-11-25,Power Bank,1,500,Eldoret
104426,2025-08-09,iPhone 13 Case,3,800,Kisumu
104427,2025-08-08,Earbuds,4,2500,Eldoret
104428,2025-07-29,Samsung A16 Case,4,1200,Nairobi
104429,2025-08-03,iPhone 13 Case,2,300,Nairobi
104430,2025-11-28,Charger,3,200,Eldoret
104431,2025-05-26,iPhone 13 Case,2,2500,Nairobi
104432,2025-03-07,Samsung A35 Case,5,1200,Eldoret
104433,2025-12-19,iPhone 13 Case,2,800,Mombasa
104434,2025-04-04,Tecno Spark 20 Case,2,1200,Nakuru
104435,2025-12-07,Earbuds,two,800,Mombasa
104436,2025-01-08,Tecno Spark 20 Case,1,800,Eldoret
104437,2025-05-29,Power Bank,3,800,Kisumu
104438,2025-10-16,Earbuds,2,300,Kisumu
104439,2025-12-22,iPhone 13 Case,1,500,Kisumu
104440,2025-09-28,Screen Protector,2,200,Kisumu
104441,2025-01-11,Samsung A35 Case,two,200,Mombasa
104442,2025-06-21,Screen Protector,2,300,Mombasa
104443,2025-07-28,Tecno Spark 20 Case,two,500,Nakuru
104444,2025-07-05,Screen Protector,5,2500,Nairobi
104445,2025-11-19,Charger,1,500,Eldoret
104446,2025-08-01,iPhone 13 Case,5,300,Mombasa
104447,2025-11-10,Samsung A16 Case,4,-500,Eldoret
104448,2025-03-09,Redmi Note 14 Case,5,300,Eldoret
104449,2025-03-07,,2,200,Mombasa
104450,2025-12-24,Samsung A35 Case,5,2500,Nakuru
104451,2025-10-13,Screen Protector,2,1200,Nairobi
104452,2025-11-14,,2,500,Nakuru
104453,2025-05-21,Screen Protector,4,200,Mombasa
104454,2025-07-15,Samsung A16 Case,5,2500,Nakuru
104455,2025-10-17,Screen Protector,5,200,Nakuru
104456,2025-12-01,Samsung A16 Case,2,800,Nakuru
104457,2025-02-20,Tecno Spark 20 Case,4,300,Kisumu
104458,2025-06-16,Samsung A16 Case,2,200,Mombasa
104459,2025-02-14,Redmi Note 14 Case,5,800,Eldoret
104460,2025-04-17,Power Bank,3,200,Nakuru
104461,2025-12-03,Charger,5,2500,Kisumu
104462,2025-03-03,Screen Protector,2,200,Mombasa
104463,2025-10-07,Screen Protector,4,1200,Mombasa
104464,2025-04-04,Earbuds,3,200,Nairobi
104465,2025-01-13,Tecno Spark 20 Case,5,500,Kisumu
104466,2025-06-12,Screen Protector,3,2500,Kisumu
104467,2025-06-25,Samsung A16 Case,1,500,Nakuru
104468,2025-11-20,samsung a16 case,5,500,Kisumu
104469,2025-03-05,Samsung A16 Case,5,300,Eldoret
104470,2025-03-07,Power Bank,3,1200,Kisumu
104471,2025-03-28,iPhone 13 Case,2,500,Nakuru
104472,2025-09-16,iPhone 13 Case,5,300,Nakuru
104473,2025-06-27,iPhone 13 Case,3,200,Kisumu
104474,2025-10-23,Power Bank,2,300,Nakuru
104475,2025-06-21,,2,-1200,Eldoret
104476,2025-02-04,Earbuds,1,1200,Nakuru
104477,2025-09-20,Screen Protector,5,1200,Nakuru
104478,2025-10-06,Earbuds,1,800,Nairobi
104479,2025-06-25,Samsung A35 Case,2,1200,Nakuru
104480,2025-10-07,Charger,2,300,Nairobi
104481,2025-09-09,Screen Protector,2,500,Kisumu
104482,2025-11-18,Earbuds,5,200,Kisumu
104483,2025-11-26,Power Bank,4,500,Nakuru
104484,2025-08-21,Charger,1,2500,Eldoret
104485,2025-02-13,Samsung A35 Case,3,200,Kisumu
104486,2025-11-12,,5,500,Nairobi
104487,2025-12-05,Power Bank,5,500,Eldoret
104488,2025-11-29,Samsung A16 Case,3,300,Eldoret
104489,2025-01-21,Screen Protector,4,300,Eldoret
104490,2025-06-24,Infinix Hot 40 Case,4,2500,Nakuru
104491,2025-10-10,iPhone 13 Case,4,300,Nakuru
104492,2025-04-05,iPhone 13 Case,5,200,Kisumu
104493,2025-05-12,Charger,1,2500,Mombasa
104494,2025-10-03,iPhone 13 Case,4,1200,Mombasa
104495,2025-01-03,Power Bank,two,300,Kisumu
104496,2025-08-12,Earbuds,3,200,Eldoret
104497,2025-03-31,Samsung A16 Case,1,500,Mombasa
104498,2025-01-14,iPhone 13 Case,3,1200,Mombasa
104499,2025-11-02,Infinix Hot 40 Case,5,300,Eldoret
104500,2025-01-03,Infinix Hot 40 Case,3,800,Mombasa
104501,2025-06-13,Redmi Note 14 Case,3,500,Nakuru
104502,2025-09-14,Tecno Spark 20 Case,1,1200,Kisumu
104503,2025-04-26,Earbuds,4,-500,Nakuru
104504,2025-05-22,iPhone 13 Case,4,200,Kisumu
104505,2025-08-26,Redmi Note 14 Case,2,1200,Nakuru
104506,2025-01-18,Samsung A35 Case,1,200,Nakuru
104507,2025-08-18,Earbuds,2,1200,Mombasa
104508,2025-06-27,Infinix Hot 40 Case,5,2500,Nakuru
104509,2025-12-07,Samsung A16 Case,3,800,Nakuru
104510,2025-11-23,Infinix Hot 40 Case,4,200,Nairobi
104511,2025-10-27,iPhone 13 Case,5,1200,Kisumu
104512,2025-11-26,Redmi Note 14 Case,2,1200,Nairobi
104513,2025-04-20,Power Bank,5,300,Mombasa
104514,2025-09-09,iPhone 13 Case,1,300,Nakuru
104515,2025-09-19,Power Bank,4,800,Nairobi
104516,2025-09-25,iPhone 13 Case,3,500,Eldoret
104517,2025-03-04,Infinix Hot 40 Case,4,2500,Eldoret
104518,2025-08-17,Samsung A35 Case,3,300,Nakuru
104519,,samsung a35 case,3,1200,Eldoret
104520,2025-11-25,Earbuds,3,2500,Nairobi
104521,2025-09-12,iPhone 13 Case,4,800,Mombasa
104522,2025-06-21,Infinix Hot 40 Case,1,1200,Nakuru
104523,2025-12-02,Earbuds,2,2500,Kisumu
104524,2025-11-30,iPhone 13 Case,5,200,Nakuru
104525,2025-07-18,iPhone 13 Case,4,1200,Kisumu
104526,2025-08-30,Power Bank,4,300,Nakuru
104527,2025-08-15,Redmi Note 14 Case,2,800,Nakuru
104528,2025-07-15,Earbuds,4,500,Nakuru
104529,2025-11-14,Screen Protector,1,200,Kisumu
104530,2025-09-29,Power Bank,1,200,Kisumu
104531,2025-07-20,Earbuds,3,200,Nairobi
104532,2025-05-20,iPhone 13 Case,1,300,Kisumu
104533,2025-11-27,Infinix Hot 40 Case,3,2500,Mombasa
104534,2025-06-30,Samsung A16 Case,4,500,Mombasa
104535,2025-03-13,Charger,2,200,Nakuru
104536,2025-04-17,Infinix Hot 40 Case,2,200,Nakuru
104537,2025-04-27,Charger,3,500,Eldoret
104538,2025-11-23,Earbuds,2,2500,Nairobi
104539,2025-04-13,Tecno Spark 20 Case,4,1200,Nairobi
104540,2025-12-22,Samsung A35 Case,1,1200,Nairobi
104541,2025-11-10,Power Bank,4,1200,Nairobi
104542,2025-12-14,Screen Protector,2,800,Kisumu
104543,2025-04-15,Screen Protector,4,1200,Nairobi
104544,2025-01-27,Samsung A35 Case,1,200,Nakuru
104545,2025-05-17,iPhone 13 Case,4,1200,Nakuru
104546,2025-11-18,Earbuds,5,200,Mombasa
104547,2025-01-30,Samsung A35 Case,4,2500,Nairobi
104548,2025-11-12,screen protector,1,800,Nairobi
104549,2025-09-06,iPhone 13 Case,5,500,Mombasa
104550,2025-06-13,Redmi Note 14 Case,1,2500,Nakuru
104551,2025-07-20,Earbuds,4,300,Eldoret
104552,2025-08-05,Redmi Note 14 Case,4,200,Nakuru
104553,2025-07-21,Charger,3,300,Nakuru
104554,2025-05-21,iPhone 13 Case,4,300,Nairobi
104555,2025-02-12,Tecno Spark 20 Case,1,800,Mombasa
104556,2025-05-22,Samsung A35 Case,2,500,Kisumu
104557,2025-05-08,Redmi Note 14 Case,2,-1200,Eldoret
104558,2025-08-03,Redmi Note 14 Case,4,200,Nakuru
104559,,Earbuds,2,800,Nairobi
104560,2025-12-28,Tecno Spark 20 Case,4,1200,Nakuru
104561,2025-11-26,Power Bank,5,2500,Nairobi
104562,2025-09-03,Screen Protector,3,1200,Mombasa
104563,2025-04-26,Samsung A16 Case,3,300,Mombasa
104564,2025-06-21,Tecno Spark 20 Case,1,200,Mombasa
104565,2025-08-28,Power Bank,2,800,Eldoret
104566,2025-07-12,iPhone 13 Case,5,300,Kisumu
104567,2025-10-05,Screen Protector,5,800,Nakuru
104568,2025-08-26,Tecno Spark 20 Case,5,200,Nakuru
104569,2025-03-27,Screen Protector,3,300,Mombasa
104570,2025-06-23,Samsung A35 Case,4,300,Kisumu
104571,2025-03-04,Samsung A35 Case,4,800,Nairobi
104572,2025-11-17,Screen Protector,5,200,Nakuru
104573,2025-12-27,Infinix Hot 40 Case,3,200,Kisumu
104574,2025-08-08,iPhone 13 Case,1,2500,Eldoret
104575,2025-06-03,iPhone 13 Case,5,800,Eldoret
104576,2025-03-12,Samsung A16 Case,5,2500,Eldoret
104577,2025-05-10,Samsung A35 Case,5,2500,Kisumu
104578,2025-12-23,Power Bank,1,200,Kisumu
104579,2025-09-19,Power Bank,4,300,Nairobi
104580,2025-04-13,Infinix Hot 40 Case,1,1200,Nairobi
104581,2025-05-22,Power Bank,5,1200,Mombasa
104582,2025-10-23,iPhone 13 Case,3,800,Eldoret
104583,,Screen Protector,1,500,Kisumu
104584,2025-10-15,Charger,2,800,Mombasa
104585,2025-08-03,Samsung A16 Case,1,800,Nairobi
104586,2025-10-16,Tecno Spark 20 Case,2,2500,Nakuru
104587,2025-04-14,Screen Protector,2,-2500,Kisumu
104588,2025-05-07,Earbuds,5,500,Nairobi
104589,2025-03-21,Earbuds,5,300,Kisumu
104590,2025-01-31,Power Bank,4,1200,Nakuru
104591,2025-11-30,iPhone 13 Case,2,500,Mombasa
104592,2025-10-11,Charger,2,800,Nairobi
104593,2025-09-29,iPhone 13 Case,5,300,Eldoret
104594,2025-08-09,Redmi Note 14 Case,1,300,Nairobi
104595,2025-01-28,Infinix Hot 40 Case,1,1200,Eldoret
104596,2025-06-13,Samsung A16 Case,1,2500,Mombasa
104597,2025-11-03,Charger,4,1200,Eldoret
104598,2025-05-02,iPhone 13 Case,1,2500,Eldoret
104599,2025-09-07,Earbuds,1,2500,Kisumu
104600,2025-05-24,Infinix Hot 40 Case,4,200,Nakuru
104601,2025-06-15,Samsung A16 Case,3,2500,Nakuru
104602,2025-09-06,Earbuds,2,300,Nakuru
104603,2025-03-19,Tecno Spark 20 Case,4,200,Nakuru
104604,2025-09-09,iPhone 13 Case,3,300,Nairobi
104605,2025-10-31,Earbuds,5,1200,Eldoret
104606,2025-04-23,Charger,1,1200,Nairobi
104607,2025-07-05,Tecno Spark 20 Case,3,500,Eldoret
104608,2025-01-16,Earbuds,4,300,Kisumu
104609,2025-04-21,Samsung A16 Case,1,200,Kisumu
104610,2025-02-17,Samsung A35 Case,4,800,Mombasa
104611,2025-06-10,Samsung A16 Case,1,300,Mombasa
104612,2025-05-31,Infinix Hot 40 Case,4,300,Nakuru
104613,2025-01-30,Charger,1,1200,Eldoret
104614,2025-03-21,Power Bank,5,2500,Mombasa
104615,2025-12-03,Charger,4,1200,Nakuru
104616,2025-10-15,Redmi Note 14 Case,4,1200,Nairobi
104617,2025-12-01,Power Bank,5,800,Kisumu
104618,2025-07-01,Earbuds,2,800,Eldoret
104619,2025-11-02,iPhone 13 Case,2,200,Kisumu
104620,2025-04-21,Power Bank,2,500,Mombasa
104621,2025-02-16,iPhone 13 Case,2,800,Nakuru
104622,2025-12-28,Power Bank,two,800,Mombasa
104623,2025-03-16,iPhone 13 Case,2,300,Kisumu
104624,2025-10-24,Redmi Note 14 Case,4,500,Kisumu
104625,2025-12-04,Screen Protector,1,500,Eldoret
104626,2025-05-14,Tecno Spark 20 Case,2,300,Nairobi
104627,2025-10-07,Power Bank,4,800,Nairobi
104628,2025-04-27,,5,300,Kisumu
104629,2025-11-13,Power Bank,5,300,Nakuru
104630,2025-03-16,Samsung A16 Case,2,500,Mombasa
104631,2025-02-28,Tecno Spark 20 Case,2,200,Mombasa
104632,2025-06-14,Power Bank,4,300,Nakuru
104633,2025-02-04,Tecno Spark 20 Case,2,1200,Eldoret
104634,2025-10-14,Screen Protector,3,800,Nakuru
104635,2025-10-07,Charger,4,800,Nakuru
104636,2025-07-01,Charger,1,500,Mombasa
104637,2025-06-25,Samsung A35 Case,3,2500,Nairobi
104638,2025-02-16,Power Bank,1,500,Nakuru
104639,2025-12-16,iPhone 13 Case,1,300,Nakuru
104640,2025-01-29,Infinix Hot 40 Case,4,200,Nairobi
104641,2025-01-14,Redmi Note 14 Case,1,300,Mombasa
